name,pageid,source_url,image_url,gender,hair_color,hair_style,eye_style,face_shape,expression,skin_tone,beard,body_type,age_vibe,cute_level,cool_level,dark_level,funny_level,power_level,match_tags,match_note
One Piece Magazine Vol.10,321969,https://onepiece.fandom.com/wiki/One_Piece_Magazine_Vol.10,,,,,,,,,,,,,,,,,,
Kurozumi Higurashi,320174,https://onepiece.fandom.com/wiki/Kurozumi_Higurashi,,,,,,,,,,,,,,,,,,
Orochi Oniwabanshu,313495,https://onepiece.fandom.com/wiki/Orochi_Oniwabanshu,,,,,,,,,,,,,,,,,,
Episode 992,330503,https://onepiece.fandom.com/wiki/Episode_992,,,,,,,,,,,,,,,,,,
Episode 1001,331088,https://onepiece.fandom.com/wiki/Episode_1001,,,,,,,,,,,,,,,,,,
Volume Stampede,336287,https://onepiece.fandom.com/wiki/Volume_Stampede,,,,,,,,,,,,,,,,,,
Beasts Pirates,279360,https://onepiece.fandom.com/wiki/Beasts_Pirates,,,,,,,,,,,,,,,,,,
Izou,35456,https://onepiece.fandom.com/wiki/Izou,,,,,,,,,,,,,,,,,,
Episode 994,330505,https://onepiece.fandom.com/wiki/Episode_994,,,,,,,,,,,,,,,,,,
Big Mom Pirates,123156,https://onepiece.fandom.com/wiki/Big_Mom_Pirates,,,,,,,,,,,,,,,,,,
Charlotte Family,281312,https://onepiece.fandom.com/wiki/Charlotte_Family,,,,,,,,,,,,,,,,,,
Charlotte Linlin,32174,https://onepiece.fandom.com/wiki/Charlotte_Linlin,,,,,,,,,,,,,,,,,,
Queen Mama Chanter,300403,https://onepiece.fandom.com/wiki/Queen_Mama_Chanter,,,,,,,,,,,,,,,,,,
Whole Cake Island,303984,https://onepiece.fandom.com/wiki/Whole_Cake_Island,,,,,,,,,,,,,,,,,,
Totto Land,285962,https://onepiece.fandom.com/wiki/Totto_Land,,,,,,,,,,,,,,,,,,
Soru Soru no Mi,288692,https://onepiece.fandom.com/wiki/Soru_Soru_no_Mi,,,,,,,,,,,,,,,,,,
Episode 841,308014,https://onepiece.fandom.com/wiki/Episode_841,,,,,,,,,,,,,,,,,,
Misery,332560,https://onepiece.fandom.com/wiki/Misery,,,,,,,,,,,,,,,,,,
Charlotte Moscato,286735,https://onepiece.fandom.com/wiki/Charlotte_Moscato,,,,,,,,,,,,,,,,,,
Charlotte Kato,308597,https://onepiece.fandom.com/wiki/Charlotte_Kato,,,,,,,,,,,,,,,,,,
Charlotte Mont-d'Or,287005,https://onepiece.fandom.com/wiki/Charlotte_Mont-d'Or,,,,,,,,,,,,,,,,,,
Charlotte Compote,295983,https://onepiece.fandom.com/wiki/Charlotte_Compote,,,,,,,,,,,,,,,,,,
Charlotte Perospero,288395,https://onepiece.fandom.com/wiki/Charlotte_Perospero,,,,,,,,,,,,,,,,,,
Charlotte Anana,291768,https://onepiece.fandom.com/wiki/Charlotte_Anana,,,,,,,,,,,,,,,,,,
Prometheus,291338,https://onepiece.fandom.com/wiki/Prometheus,,,,,,,,,,,,,,,,,,
Homies,288699,https://onepiece.fandom.com/wiki/Homies,,,,,,,,,,,,,,,,,,
Longlimb Humans,292350,https://onepiece.fandom.com/wiki/Longlimb_Humans,,,,,,,,,,,,,,,,,,
Charlotte Amande,291755,https://onepiece.fandom.com/wiki/Charlotte_Amande,,,,,,,,,,,,,,,,,,
Pound,289159,https://onepiece.fandom.com/wiki/Pound,,,,,,,,,,,,,,,,,,
Napoleon,294178,https://onepiece.fandom.com/wiki/Napoleon,,,,,,,,,,,,,,,,,,
Charlotte High-Fat,307979,https://onepiece.fandom.com/wiki/Charlotte_High-Fat,,,,,,,,,,,,,,,,,,
Charlotte Dacquoise,307013,https://onepiece.fandom.com/wiki/Charlotte_Dacquoise,,,,,,,,,,,,,,,,,,
Charlotte Saint-Marc,306591,https://onepiece.fandom.com/wiki/Charlotte_Saint-Marc,,,,,,,,,,,,,,,,,,
Tea Party,297348,https://onepiece.fandom.com/wiki/Tea_Party,,,,,,,,,,,,,,,,,,
Charlotte Oven,295987,https://onepiece.fandom.com/wiki/Charlotte_Oven,,,,,,,,,,,,,,,,,,
Pekoms,123132,https://onepiece.fandom.com/wiki/Pekoms,,,,,,,,,,,,,,,,,,
Charlotte Decuplets,305313,https://onepiece.fandom.com/wiki/Charlotte_Decuplets,,,,,,,,,,,,,,,,,,
Kingbaum,289171,https://onepiece.fandom.com/wiki/Kingbaum,,,,,,,,,,,,,,,,,,
Charlotte Katakuri,291389,https://onepiece.fandom.com/wiki/Charlotte_Katakuri,,,,,,,,,,,,,,,,,,
Charlotte Bavarois,304294,https://onepiece.fandom.com/wiki/Charlotte_Bavarois,,,,,,,,,,,,,,,,,,
Carmel,295504,https://onepiece.fandom.com/wiki/Carmel,,,,,,,,,,,,,,,,,,
Totto Land Grand Fleet,313785,https://onepiece.fandom.com/wiki/Totto_Land_Grand_Fleet,,,,,,,,,,,,,,,,,,
Charlotte Lola,5971,https://onepiece.fandom.com/wiki/Charlotte_Lola,,,,,,,,,,,,,,,,,,
Charlotte Praline,286984,https://onepiece.fandom.com/wiki/Charlotte_Praline,,,,,,,,,,,,,,,,,,
Charlotte Daifuku,295984,https://onepiece.fandom.com/wiki/Charlotte_Daifuku,,,,,,,,,,,,,,,,,,
Charlotte Myukuru,303224,https://onepiece.fandom.com/wiki/Charlotte_Myukuru,,,,,,,,,,,,,,,,,,
Episode 838,307267,https://onepiece.fandom.com/wiki/Episode_838,,,,,,,,,,,,,,,,,,
Whole Cake Island Arc,285023,https://onepiece.fandom.com/wiki/Whole_Cake_Island_Arc,,,,,,,,,,,,,,,,,,
Episode 571,174264,https://onepiece.fandom.com/wiki/Episode_571,,,,,,,,,,,,,,,,,,
Charlotte Prim,310853,https://onepiece.fandom.com/wiki/Charlotte_Prim,,,,,,,,,,,,,,,,,,
Charlotte Opera,291324,https://onepiece.fandom.com/wiki/Charlotte_Opera,,,,,,,,,,,,,,,,,,
Charlotte Mobile,306780,https://onepiece.fandom.com/wiki/Charlotte_Mobile,,,,,,,,,,,,,,,,,,
Charlotte Tablet,306593,https://onepiece.fandom.com/wiki/Charlotte_Tablet,,,,,,,,,,,,,,,,,,
Charlotte Pudding,281414,https://onepiece.fandom.com/wiki/Charlotte_Pudding,,,,,,,,,,,,,,,,,,
Charlotte Gala,296989,https://onepiece.fandom.com/wiki/Charlotte_Gala,,,,,,,,,,,,,,,,,,
Charlotte Counter,296910,https://onepiece.fandom.com/wiki/Charlotte_Counter,,,,,,,,,,,,,,,,,,
Charlotte Wiro,313356,https://onepiece.fandom.com/wiki/Charlotte_Wiro,,,,,,,,,,,,,,,,,,
Charlotte Effilée,310846,https://onepiece.fandom.com/wiki/Charlotte_Effilée,,,,,,,,,,,,,,,,,,
Charlotte Marble,310854,https://onepiece.fandom.com/wiki/Charlotte_Marble,,,,,,,,,,,,,,,,,,
Charlotte Citron,305062,https://onepiece.fandom.com/wiki/Charlotte_Citron,,,,,,,,,,,,,,,,,,
Charlotte Mondée,310842,https://onepiece.fandom.com/wiki/Charlotte_Mondée,,,,,,,,,,,,,,,,,,
Charlotte Angel,310847,https://onepiece.fandom.com/wiki/Charlotte_Angel,,,,,,,,,,,,,,,,,,
Charlotte Montb,313348,https://onepiece.fandom.com/wiki/Charlotte_Montb,,,,,,,,,,,,,,,,,,
Charlotte Mash,310849,https://onepiece.fandom.com/wiki/Charlotte_Mash,,,,,,,,,,,,,,,,,,
Charlotte Broyé,308458,https://onepiece.fandom.com/wiki/Charlotte_Broyé,,,,,,,,,,,,,,,,,,
Charlotte Maple,310855,https://onepiece.fandom.com/wiki/Charlotte_Maple,,,,,,,,,,,,,,,,,,
Charlotte Compo,309006,https://onepiece.fandom.com/wiki/Charlotte_Compo,,,,,,,,,,,,,,,,,,
Charlotte Basans,313338,https://onepiece.fandom.com/wiki/Charlotte_Basans,,,,,,,,,,,,,,,,,,
Charlotte Basskarte,306076,https://onepiece.fandom.com/wiki/Charlotte_Basskarte,,,,,,,,,,,,,,,,,,
Charlotte Cinnamon,305063,https://onepiece.fandom.com/wiki/Charlotte_Cinnamon,,,,,,,,,,,,,,,,,,
Charlotte Dolce and Dragée,291778,https://onepiece.fandom.com/wiki/Charlotte_Dolce_and_Dragée,,,,,,,,,,,,,,,,,,
Charlotte Laurin,307015,https://onepiece.fandom.com/wiki/Charlotte_Laurin,,,,,,,,,,,,,,,,,,
Charlotte Mascarpone,301635,https://onepiece.fandom.com/wiki/Charlotte_Mascarpone,,,,,,,,,,,,,,,,,,
Charlotte Hachée,310843,https://onepiece.fandom.com/wiki/Charlotte_Hachée,,,,,,,,,,,,,,,,,,
Charlotte Mozart,310851,https://onepiece.fandom.com/wiki/Charlotte_Mozart,,,,,,,,,,,,,,,,,,
Charlotte Anglais,292528,https://onepiece.fandom.com/wiki/Charlotte_Anglais,,,,,,,,,,,,,,,,,,
Charlotte Wafers,310857,https://onepiece.fandom.com/wiki/Charlotte_Wafers,,,,,,,,,,,,,,,,,,
Charlotte Brownie,305302,https://onepiece.fandom.com/wiki/Charlotte_Brownie,,,,,,,,,,,,,,,,,,
Charlotte Joconde,305306,https://onepiece.fandom.com/wiki/Charlotte_Joconde,,,,,,,,,,,,,,,,,,
Charlotte Panna,310856,https://onepiece.fandom.com/wiki/Charlotte_Panna,,,,,,,,,,,,,,,,,,
Charlotte Allmeg,310956,https://onepiece.fandom.com/wiki/Charlotte_Allmeg,,,,,,,,,,,,,,,,,,
Charlotte Cabaletta,296916,https://onepiece.fandom.com/wiki/Charlotte_Cabaletta,,,,,,,,,,,,,,,,,,
Charlotte Marnier,307014,https://onepiece.fandom.com/wiki/Charlotte_Marnier,,,,,,,,,,,,,,,,,,
Charlotte Brûlée,287669,https://onepiece.fandom.com/wiki/Charlotte_Brûlée,,,,,,,,,,,,,,,,,,
Charlotte Smoothie,291332,https://onepiece.fandom.com/wiki/Charlotte_Smoothie,,,,,,,,,,,,,,,,,,
Charlotte Fuyumeg,310958,https://onepiece.fandom.com/wiki/Charlotte_Fuyumeg,,,,,,,,,,,,,,,,,,
Charlotte Poire,305648,https://onepiece.fandom.com/wiki/Charlotte_Poire,,,,,,,,,,,,,,,,,,
Charlotte Nougat,313351,https://onepiece.fandom.com/wiki/Charlotte_Nougat,,,,,,,,,,,,,,,,,,
Charlotte Normande,310858,https://onepiece.fandom.com/wiki/Charlotte_Normande,,,,,,,,,,,,,,,,,,
Charlotte Akimeg,310955,https://onepiece.fandom.com/wiki/Charlotte_Akimeg,,,,,,,,,,,,,,,,,,
Charlotte Custard,303219,https://onepiece.fandom.com/wiki/Charlotte_Custard,,,,,,,,,,,,,,,,,,
Charlotte Chiboust,313238,https://onepiece.fandom.com/wiki/Charlotte_Chiboust,,,,,,,,,,,,,,,,,,
Vinsmoke (Disambiguation),289776,https://onepiece.fandom.com/wiki/Vinsmoke_(Disambiguation),,,,,,,,,,,,,,,,,,
Vinsmoke Niji,289749,https://onepiece.fandom.com/wiki/Vinsmoke_Niji,,,,,,,,,,,,,,,,,,
Germa Kingdom,287672,https://onepiece.fandom.com/wiki/Germa_Kingdom,,,,,,,,,,,,,,,,,,
Germa 66,282423,https://onepiece.fandom.com/wiki/Germa_66,,,,,,,,,,,,,,,,,,
Époni,290728,https://onepiece.fandom.com/wiki/Époni,,,,,,,,,,,,,,,,,,
Conquest of Four Nations,287681,https://onepiece.fandom.com/wiki/Conquest_of_Four_Nations,,,,,,,,,,,,,,,,,,
Episode 800,300535,https://onepiece.fandom.com/wiki/Episode_800,,,,,,,,,,,,,,,,,,
Cosette,290256,https://onepiece.fandom.com/wiki/Cosette,,,,,,,,,,,,,,,,,,
Chapter 833,288091,https://onepiece.fandom.com/wiki/Chapter_833,,,,,,,,,,,,,,,,,,
Nyasha,303558,https://onepiece.fandom.com/wiki/Nyasha,,,,,,,,,,,,,,,,,,
Chapter 23 (One Piece Party),348347,https://onepiece.fandom.com/wiki/Chapter_23_(One_Piece_Party),,,,,,,,,,,,,,,,,,
Chapter 826,285756,https://onepiece.fandom.com/wiki/Chapter_826,,,,,,,,,,,,,,,,,,
NEO MADS,340385,https://onepiece.fandom.com/wiki/NEO_MADS,,,,,,,,,,,,,,,,,,
"Sora, Warrior of the Sea",285387,"https://onepiece.fandom.com/wiki/Sora,_Warrior_of_the_Sea",,,,,,,,,,,,,,,,,,
Beryl,342934,https://onepiece.fandom.com/wiki/Beryl,,,,,,,,,,,,,,,,,,
Chapter 840,290472,https://onepiece.fandom.com/wiki/Chapter_840,,,,,,,,,,,,,,,,,,
Episode 817,304214,https://onepiece.fandom.com/wiki/Episode_817,,,,,,,,,,,,,,,,,,
Chapter 843,291318,https://onepiece.fandom.com/wiki/Chapter_843,,,,,,,,,,,,,,,,,,
Chapter 864,297011,https://onepiece.fandom.com/wiki/Chapter_864,,,,,,,,,,,,,,,,,,
Mercenary,277822,https://onepiece.fandom.com/wiki/Mercenary,,,,,,,,,,,,,,,,,,
Episode 804,301943,https://onepiece.fandom.com/wiki/Episode_804,,,,,,,,,,,,,,,,,,
Episode 785,296204,https://onepiece.fandom.com/wiki/Episode_785,,,,,,,,,,,,,,,,,,
Ikemenes,343099,https://onepiece.fandom.com/wiki/Ikemenes,,,,,,,,,,,,,,,,,,
Iwatobi,329398,https://onepiece.fandom.com/wiki/Iwatobi,,,,,,,,,,,,,,,,,,
Chapter 856,294776,https://onepiece.fandom.com/wiki/Chapter_856,,,,,,,,,,,,,,,,,,
Lance,326068,https://onepiece.fandom.com/wiki/Lance,,,,,,,,,,,,,,,,,,
Moqueca,329406,https://onepiece.fandom.com/wiki/Moqueca,,,,,,,,,,,,,,,,,,
Vincent,348901,https://onepiece.fandom.com/wiki/Vincent,,,,,,,,,,,,,,,,,,
Mari,329517,https://onepiece.fandom.com/wiki/Mari,,,,,,,,,,,,,,,,,,
Taylor,326065,https://onepiece.fandom.com/wiki/Taylor,,,,,,,,,,,,,,,,,,
Stroganoff,329523,https://onepiece.fandom.com/wiki/Stroganoff,,,,,,,,,,,,,,,,,,
Donquixote Shivercalero,348882,https://onepiece.fandom.com/wiki/Donquixote_Shivercalero,,,,,,,,,,,,,,,,,,
Donquixote Mjosgard,78791,https://onepiece.fandom.com/wiki/Donquixote_Mjosgard,,,,,,,,,,,,,,,,,,
Gladius,228911,https://onepiece.fandom.com/wiki/Gladius,,,,,,,,,,,,,,,,,,
Officer,319798,https://onepiece.fandom.com/wiki/Officer,,,,,,,,,,,,,,,,,,
Ekie,340893,https://onepiece.fandom.com/wiki/Ekie,,,,,,,,,,,,,,,,,,
Omoino Family,340889,https://onepiece.fandom.com/wiki/Omoino_Family,,,,,,,,,,,,,,,,,,
Machvise,197522,https://onepiece.fandom.com/wiki/Machvise,,,,,,,,,,,,,,,,,,
Diamante,194013,https://onepiece.fandom.com/wiki/Diamante,,,,,,,,,,,,,,,,,,
Dejide,340894,https://onepiece.fandom.com/wiki/Dejide,,,,,,,,,,,,,,,,,,
Kyuin,252437,https://onepiece.fandom.com/wiki/Kyuin,,,,,,,,,,,,,,,,,,
Nerine (Non-Canon),338828,https://onepiece.fandom.com/wiki/Nerine_(Non-Canon),,,,,,,,,,,,,,,,,,
Buffalo,172100,https://onepiece.fandom.com/wiki/Buffalo,,,,,,,,,,,,,,,,,,
Carta,244848,https://onepiece.fandom.com/wiki/Carta,,,,,,,,,,,,,,,,,,
Dellinger,197527,https://onepiece.fandom.com/wiki/Dellinger,,,,,,,,,,,,,,,,,,
Lao G,197518,https://onepiece.fandom.com/wiki/Lao_G,,,,,,,,,,,,,,,,,,
Episode 705,273556,https://onepiece.fandom.com/wiki/Episode_705,,,,,,,,,,,,,,,,,,
Volume 77,263895,https://onepiece.fandom.com/wiki/Volume_77,,,,,,,,,,,,,,,,,,
Bellamy Pirates,4425,https://onepiece.fandom.com/wiki/Bellamy_Pirates,,,,,,,,,,,,,,,,,,
Kilomane,340890,https://onepiece.fandom.com/wiki/Kilomane,,,,,,,,,,,,,,,,,,
Tigerman,330032,https://onepiece.fandom.com/wiki/Tigerman,,,,,,,,,,,,,,,,,,
Episode 690,264219,https://onepiece.fandom.com/wiki/Episode_690,,,,,,,,,,,,,,,,,,
Lambor Bukini,302780,https://onepiece.fandom.com/wiki/Lambor_Bukini,,,,,,,,,,,,,,,,,,
Senor Pink,197521,https://onepiece.fandom.com/wiki/Senor_Pink,,,,,,,,,,,,,,,,,,
Chapter 763,255920,https://onepiece.fandom.com/wiki/Chapter_763,,,,,,,,,,,,,,,,,,
Bartholomew Kuma,1838,https://onepiece.fandom.com/wiki/Bartholomew_Kuma,,,,,,,,,,,,,,,,,,
Bartholomew Just a Kuma,339868,https://onepiece.fandom.com/wiki/Bartholomew_Just_a_Kuma,,,,,,,,,,,,,,,,,,
Chapter 473,8855,https://onepiece.fandom.com/wiki/Chapter_473,,,,,,,,,,,,,,,,,,
Weatheria,10779,https://onepiece.fandom.com/wiki/Weatheria,,,,,,,,,,,,,,,,,,
Pacifista,7896,https://onepiece.fandom.com/wiki/Pacifista,,,,,,,,,,,,,,,,,,
S-Bear,338491,https://onepiece.fandom.com/wiki/S-Bear,,,,,,,,,,,,,,,,,,
Kuma (Disambiguation),341085,https://onepiece.fandom.com/wiki/Kuma_(Disambiguation),,,,,,,,,,,,,,,,,,
One Piece Seven Warlords Cellphone Strap,27274,https://onepiece.fandom.com/wiki/One_Piece_Seven_Warlords_Cellphone_Strap,,,,,,,,,,,,,,,,,,
Bulldog,344336,https://onepiece.fandom.com/wiki/Bulldog,,,,,,,,,,,,,,,,,,
Kuma no Kodo,333512,https://onepiece.fandom.com/wiki/Kuma_no_Kodo,,,,,,,,,,,,,,,,,,
Sorbet Kingdom,308215,https://onepiece.fandom.com/wiki/Sorbet_Kingdom,,,,,,,,,,,,,,,,,,
Solo Revolution,344327,https://onepiece.fandom.com/wiki/Solo_Revolution,,,,,,,,,,,,,,,,,,
Volume 109,346073,https://onepiece.fandom.com/wiki/Volume_109,,,,,,,,,,,,,,,,,,
Clapp,343556,https://onepiece.fandom.com/wiki/Clapp,,,,,,,,,,,,,,,,,,
Totts,344521,https://onepiece.fandom.com/wiki/Totts,,,,,,,,,,,,,,,,,,
Part,346969,https://onepiece.fandom.com/wiki/Part,,,,,,,,,,,,,,,,,,
Buccaneers,343554,https://onepiece.fandom.com/wiki/Buccaneers,,,,,,,,,,,,,,,,,,
Chapter 484,8838,https://onepiece.fandom.com/wiki/Chapter_484,,,,,,,,,,,,,,,,,,
PX-Z,176972,https://onepiece.fandom.com/wiki/PX-Z,,,,,,,,,,,,,,,,,,
Tequila Wolf,10871,https://onepiece.fandom.com/wiki/Tequila_Wolf,,,,,,,,,,,,,,,,,,
Ginny,343572,https://onepiece.fandom.com/wiki/Ginny,,,,,,,,,,,,,,,,,,
Leap Out Jewelry,353106,https://onepiece.fandom.com/wiki/Leap_Out_Jewelry,,,,,,,,,,,,,,,,,,
Boin Archipelago,10870,https://onepiece.fandom.com/wiki/Boin_Archipelago,,,,,,,,,,,,,,,,,,
Gyogyo,344077,https://onepiece.fandom.com/wiki/Gyogyo,,,,,,,,,,,,,,,,,,
Nikyu Nikyu no Mi,7814,https://onepiece.fandom.com/wiki/Nikyu_Nikyu_no_Mi,,,,,,,,,,,,,,,,,,
Freedom Fighters,338044,https://onepiece.fandom.com/wiki/Freedom_Fighters,,,,,,,,,,,,,,,,,,
Chapter 512,15453,https://onepiece.fandom.com/wiki/Chapter_512,,,,,,,,,,,,,,,,,,
Tumi,344207,https://onepiece.fandom.com/wiki/Tumi,,,,,,,,,,,,,,,,,,
Chapter 908,308205,https://onepiece.fandom.com/wiki/Chapter_908,,,,,,,,,,,,,,,,,,
Episode 368,11605,https://onepiece.fandom.com/wiki/Episode_368,,,,,,,,,,,,,,,,,,
Episode 468,46154,https://onepiece.fandom.com/wiki/Episode_468,,,,,,,,,,,,,,,,,,
Chapter 483,8839,https://onepiece.fandom.com/wiki/Chapter_483,,,,,,,,,,,,,,,,,,
Karakuri Island,6949,https://onepiece.fandom.com/wiki/Karakuri_Island,,,,,,,,,,,,,,,,,,
Rosy Life Riders,8159,https://onepiece.fandom.com/wiki/Rosy_Life_Riders,,,,,,,,,,,,,,,,,,
Episode 3 (Special Edited Version),349093,https://onepiece.fandom.com/wiki/Episode_3_(Special_Edited_Version),,,,,,,,,,,,,,,,,,
Volume 49,215365,https://onepiece.fandom.com/wiki/Volume_49,,,,,,,,,,,,,,,,,,
Lindbergh,307366,https://onepiece.fandom.com/wiki/Lindbergh,,,,,,,,,,,,,,,,,,
Chapter 603,51111,https://onepiece.fandom.com/wiki/Chapter_603,,,,,,,,,,,,,,,,,,
Episode 888,315348,https://onepiece.fandom.com/wiki/Episode_888,,,,,,,,,,,,,,,,,,
Jewelry Bonney,8549,https://onepiece.fandom.com/wiki/Jewelry_Bonney,,,,,,,,,,,,,,,,,,
Boa Sandersonia,10398,https://onepiece.fandom.com/wiki/Boa_Sandersonia,,,,,,,,,,,,,,,,,,
Boa Marigold,10396,https://onepiece.fandom.com/wiki/Boa_Marigold,,,,,,,,,,,,,,,,,,
Gorgon Sisters,15716,https://onepiece.fandom.com/wiki/Gorgon_Sisters,,,,,,,,,,,,,,,,,,
Boa Hancock,10318,https://onepiece.fandom.com/wiki/Boa_Hancock,,,,,,,,,,,,,,,,,,
Episode 413,20170,https://onepiece.fandom.com/wiki/Episode_413,,,,,,,,,,,,,,,,,,
Chapter 516,15460,https://onepiece.fandom.com/wiki/Chapter_516,,,,,,,,,,,,,,,,,,
Hannari Fall in Love,328526,https://onepiece.fandom.com/wiki/Hannari_Fall_in_Love,,,,,,,,,,,,,,,,,,
Kuja Pirates,10411,https://onepiece.fandom.com/wiki/Kuja_Pirates,,,,,,,,,,,,,,,,,,
Yamabuki,355735,https://onepiece.fandom.com/wiki/Yamabuki,,,,,,,,,,,,,,,,,,
Chibi-Arts,76668,https://onepiece.fandom.com/wiki/Chibi-Arts,,,,,,,,,,,,,,,,,,
Chapter 519,15465,https://onepiece.fandom.com/wiki/Chapter_519,,,,,,,,,,,,,,,,,,
Kuja,10254,https://onepiece.fandom.com/wiki/Kuja,,,,,,,,,,,,,,,,,,
Tritoma,346957,https://onepiece.fandom.com/wiki/Tritoma,,,,,,,,,,,,,,,,,,
Blue Fan,15914,https://onepiece.fandom.com/wiki/Blue_Fan,,,,,,,,,,,,,,,,,,
Episode 412,20117,https://onepiece.fandom.com/wiki/Episode_412,,,,,,,,,,,,,,,,,,
Volume 53,215368,https://onepiece.fandom.com/wiki/Volume_53,,,,,,,,,,,,,,,,,,
Chapter 521,15469,https://onepiece.fandom.com/wiki/Chapter_521,,,,,,,,,,,,,,,,,,
Poppy,10327,https://onepiece.fandom.com/wiki/Poppy,,,,,,,,,,,,,,,,,,
Episode 414,20461,https://onepiece.fandom.com/wiki/Episode_414,,,,,,,,,,,,,,,,,,
Mero Mero no Mi,10686,https://onepiece.fandom.com/wiki/Mero_Mero_no_Mi,,,,,,,,,,,,,,,,,,
Amazon Lily,10247,https://onepiece.fandom.com/wiki/Amazon_Lily,,,,,,,,,,,,,,,,,,
Enishida,10461,https://onepiece.fandom.com/wiki/Enishida,,,,,,,,,,,,,,,,,,
Cosmos,15918,https://onepiece.fandom.com/wiki/Cosmos,,,,,,,,,,,,,,,,,,
Bacura,10513,https://onepiece.fandom.com/wiki/Bacura,,,,,,,,,,,,,,,,,,
Episode 1087,344398,https://onepiece.fandom.com/wiki/Episode_1087,,,,,,,,,,,,,,,,,,
Perfume Yuda,312249,https://onepiece.fandom.com/wiki/Perfume_Yuda,,,,,,,,,,,,,,,,,,
Kikyo,10319,https://onepiece.fandom.com/wiki/Kikyo,,,,,,,,,,,,,,,,,,
Slavery,10689,https://onepiece.fandom.com/wiki/Slavery,,,,,,,,,,,,,,,,,,
Pansy,160213,https://onepiece.fandom.com/wiki/Pansy,,,,,,,,,,,,,,,,,,
Daisy,10459,https://onepiece.fandom.com/wiki/Daisy,,,,,,,,,,,,,,,,,,
Tacobo,148304,https://onepiece.fandom.com/wiki/Tacobo,,,,,,,,,,,,,,,,,,
Smoker,327207,https://onepiece.fandom.com/wiki/Smoker,,,,,,,,,,,,,,,,,,
Ran,10460,https://onepiece.fandom.com/wiki/Ran,,,,,,,,,,,,,,,,,,
Episode 415,20708,https://onepiece.fandom.com/wiki/Episode_415,,,,,,,,,,,,,,,,,,
Tambu,287174,https://onepiece.fandom.com/wiki/Tambu,,,,,,,,,,,,,,,,,,
Rindo,15916,https://onepiece.fandom.com/wiki/Rindo,,,,,,,,,,,,,,,,,,
Salome,28671,https://onepiece.fandom.com/wiki/Salome,,,,,,,,,,,,,,,,,,
Pluming,341183,https://onepiece.fandom.com/wiki/Pluming,,,,,,,,,,,,,,,,,,
Tohenbok,32293,https://onepiece.fandom.com/wiki/Tohenbok,,,,,,,,,,,,,,,,,,
Marines,1524,https://onepiece.fandom.com/wiki/Marines,,,,,,,,,,,,,,,,,,
Marine Ranks,5604,https://onepiece.fandom.com/wiki/Marine_Ranks,,,,,,,,,,,,,,,,,,
Marine Headquarters,11050,https://onepiece.fandom.com/wiki/Marine_Headquarters,,,,,,,,,,,,,,,,,,
Marine Base,7504,https://onepiece.fandom.com/wiki/Marine_Base,,,,,,,,,,,,,,,,,,
Captain (Marine Rank),33956,https://onepiece.fandom.com/wiki/Captain_(Marine_Rank),,,,,,,,,,,,,,,,,,
Marine X,326787,https://onepiece.fandom.com/wiki/Marine_X,,,,,,,,,,,,,,,,,,
Bomba (Marine),312748,https://onepiece.fandom.com/wiki/Bomba_(Marine),,,,,,,,,,,,,,,,,,
Marine Headquarters Court,6705,https://onepiece.fandom.com/wiki/Marine_Headquarters_Court,,,,,,,,,,,,,,,,,,
Marine Rookie Arc,295128,https://onepiece.fandom.com/wiki/Marine_Rookie_Arc,,,,,,,,,,,,,,,,,,
8th Branch,16135,https://onepiece.fandom.com/wiki/8th_Branch,,,,,,,,,,,,,,,,,,
G-8,4942,https://onepiece.fandom.com/wiki/G-8,,,,,,,,,,,,,,,,,,
Hot Wind Marines,8428,https://onepiece.fandom.com/wiki/Hot_Wind_Marines,,,,,,,,,,,,,,,,,,
Marine GS General Hospital,346733,https://onepiece.fandom.com/wiki/Marine_GS_General_Hospital,,,,,,,,,,,,,,,,,,
Kuri Marron Marine,314544,https://onepiece.fandom.com/wiki/Kuri_Marron_Marine,,,,,,,,,,,,,,,,,,
153rd Branch,33458,https://onepiece.fandom.com/wiki/153rd_Branch,,,,,,,,,,,,,,,,,,
Neo Marines,176994,https://onepiece.fandom.com/wiki/Neo_Marines,,,,,,,,,,,,,,,,,,
Hero of the Marines,351433,https://onepiece.fandom.com/wiki/Hero_of_the_Marines,,,,,,,,,,,,,,,,,,
G-2,7502,https://onepiece.fandom.com/wiki/G-2,,,,,,,,,,,,,,,,,,
77th Branch,17086,https://onepiece.fandom.com/wiki/77th_Branch,,,,,,,,,,,,,,,,,,
Marineford,4551,https://onepiece.fandom.com/wiki/Marineford,,,,,,,,,,,,,,,,,,
Unwavering Justice! The Marines' Proud Log!,348224,https://onepiece.fandom.com/wiki/Unwavering_Justice!_The_Marines'_Proud_Log!,,,,,,,,,,,,,,,,,,
Giant Squad,20315,https://onepiece.fandom.com/wiki/Giant_Squad,,,,,,,,,,,,,,,,,,
New Marineford,306939,https://onepiece.fandom.com/wiki/New_Marineford,,,,,,,,,,,,,,,,,,
Sicily,140394,https://onepiece.fandom.com/wiki/Sicily,,,,,,,,,,,,,,,,,,
16th Branch,7703,https://onepiece.fandom.com/wiki/16th_Branch,,,,,,,,,,,,,,,,,,
Marineford Arc,17120,https://onepiece.fandom.com/wiki/Marineford_Arc,,,,,,,,,,,,,,,,,,
SWORD,317895,https://onepiece.fandom.com/wiki/SWORD,,,,,,,,,,,,,,,,,,
