name,source_url,image_url,gender,hair_color,hair_style,eye_style,face_shape,expression,skin_tone,beard,body_type,age_vibe,cute_level,cool_level,dark_level,funny_level,power_level,match_tags,match_note,species,hair_length,eye_size,hero_level,evil_level,energy_level,confidence_level
Sengoku,https://onepiece.fandom.com/wiki/Sengoku,https://static.wikia.nocookie.net/onepiece/images/2/24/Sengoku_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20210208064630,male,white,curly,round,angular,serious,light,goatee,average,old,2,5,1,3,6,"old, serious, powerful, unique",독특한 외모의 캐릭터입니다.,human,short,medium,4,1,5,7
Kuzan,https://onepiece.fandom.com/wiki/Kuzan,https://static.wikia.nocookie.net/onepiece/images/d/d6/Kuzan_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20240811021341,male,black,curly,round,angular,serious,light,none,muscular,adult,2,8,5,1,9,"serious,muscular,cool",강력한 느낌의 캐릭터입니다.,human,medium,medium,6,3,7,8
Tokikake,https://onepiece.fandom.com/wiki/Tokikake,https://static.wikia.nocookie.net/onepiece/images/d/d5/Tokikake_Anime_Infobox.png/revision/latest?cb=20221101154500,male,black,curly,round,square,smiling,light,none,muscular,adult,2,6,1,5,7,"smiling,muscular,curly hair",유쾌한 분위기입니다.,human,short,medium,4,1,6,8
Comil,https://onepiece.fandom.com/wiki/Comil,https://static.wikia.nocookie.net/onepiece/images/c/c3/Comil_Anime_Infobox.png/revision/latest?cb=20251109162009,male,blonde,spiky,round,square,angry,light,none,muscular,adult,2,5,3,4,8,"anime,male,angry,muscular",강력한 느낌의 캐릭터입니다.,human,long,medium,6,2,7,9
Momonga,https://onepiece.fandom.com/wiki/Momonga,https://static.wikia.nocookie.net/onepiece/images/e/e8/Momonga_Anime_Infobox.png/revision/latest?cb=20221101021448,male,white,short,narrow,square,serious,light,mustache,muscular,middle-aged,1,8,5,2,9,"military, serious, powerful",강력한 느낌의 캐릭터입니다.,human,short,medium,6,3,7,9
Tsuru,https://onepiece.fandom.com/wiki/Tsuru,https://static.wikia.nocookie.net/onepiece/images/9/91/Tsuru_Anime_Infobox.png/revision/latest?cb=20240730231455,male,white,long,narrow,wrinkled,serious,light,none,slim,old,2,5,3,1,6,"old, serious, wise, powerful",강력한 노인의 느낌입니다.,human,medium,small,4,2,3,7
Yukimura,https://onepiece.fandom.com/wiki/Yukimura,https://static.wikia.nocookie.net/onepiece/images/4/4b/Yukimura_Anime_Infobox.png/revision/latest?cb=20240901153655,male,brown,curly,angry,angular,angry,light,stubble,muscular,adult,2,6,5,1,8,"angry, muscular, warrior, determined",강한 전사 같은 느낌입니다.,human,medium,medium,4,3,7,9
John Giant,https://onepiece.fandom.com/wiki/John_Giant,https://static.wikia.nocookie.net/onepiece/images/2/28/John_Giant_Anime_Infobox.png/revision/latest?cb=20230222232558,male,black,short,narrow,square,serious,dark,none,muscular,adult,2,8,6,1,9,"strong, serious, leader",강력한 리더의 느낌입니다.,human,short,small,5,4,7,9
Blago,https://onepiece.fandom.com/wiki/Blago,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,0,0,0,0,0,,비주얼이 보이지 않습니다.,,,,0,0,0,0
Prodi,https://onepiece.fandom.com/wiki/Prodi,https://static.wikia.nocookie.net/onepiece/images/5/5b/Prodi_Anime_Infobox.png/revision/latest?cb=20170319184319,male,gray,slicked back,round,square,confident,light,full,muscular,middle-aged,2,7,3,1,8,"military, leader, strong",강력한 리더의 느낌입니다.,human,short,medium,6,2,7,9
Jonathan,https://onepiece.fandom.com/wiki/Jonathan,https://static.wikia.nocookie.net/onepiece/images/0/0a/Jonathan_Anime_Infobox.png/revision/latest?cb=20230807021055,male,brown,short,sharp,angular,thoughtful,light,mustache,muscular,middle-aged,2,8,3,1,9,"military, leader, thoughtful",강력한 리더의 느낌입니다.,human,medium,medium,7,2,6,9
Bastille,https://onepiece.fandom.com/wiki/Bastille,https://static.wikia.nocookie.net/onepiece/images/e/e8/Bastille_Anime_Infobox.png/revision/latest?cb=20200507114049,male,red,long,unknown,unknown,serious,light,none,tall,adult,2,8,6,1,9,"leader, warrior, strong",강력한 전사 같은 느낌입니다.,human,long,unknown,7,3,8,9
Pomsky,https://onepiece.fandom.com/wiki/Pomsky,https://static.wikia.nocookie.net/onepiece/images/6/68/Pomsky_Anime_Infobox.png/revision/latest?cb=20250504155035,male,blonde,curly,narrow,round,angry,light,none,large,middle-aged,2,4,3,5,7,"angry,large,blonde,curly",강렬한 인상입니다.,human,medium,small,3,6,8,9
Gion,https://onepiece.fandom.com/wiki/Gion,https://static.wikia.nocookie.net/onepiece/images/f/fb/Gion_Anime_Infobox.png/revision/latest?cb=20221101153309,female,black,wavy,large,oval,confident,light,none,slim,young,5,8,3,2,7,"confident, stylish, strong",강력한 분위기를 가지고 있습니다.,human,medium,big,6,2,8,9
Doberman,https://onepiece.fandom.com/wiki/Doberman,https://static.wikia.nocookie.net/onepiece/images/e/e2/Doberman_Anime_Infobox.png/revision/latest?cb=20221101021412,male,black,curly,round,square,serious,light,none,muscular,adult,2,8,5,1,9,"military, strong, serious",강력한 전사 같은 느낌입니다.,human,short,medium,7,3,8,9
Dalmatian,https://onepiece.fandom.com/wiki/Dalmatian,https://static.wikia.nocookie.net/onepiece/images/a/a8/Dalmatian_Anime_Infobox.png/revision/latest?cb=20160818201819,male,white,spiky,sharp,angular,angry,light,goatee,muscular,adult,2,8,3,1,9,"anime,male,angry,muscular",강력한 느낌의 캐릭터입니다.,human,short,medium,7,2,8,9
Kadar,https://onepiece.fandom.com/wiki/Kadar,https://static.wikia.nocookie.net/onepiece/images/4/49/Kadar_Anime_Infobox.png/revision/latest?cb=20250119021837,male,blonde,spiky,narrow,angular,angry,light,goatee,muscular,adult,2,8,5,1,9,"angry, muscular, sword, military",강력한 전사 같은 느낌입니다.,human,short,medium,6,3,7,8
Cancer,https://onepiece.fandom.com/wiki/Cancer,https://static.wikia.nocookie.net/onepiece/images/1/1f/Cancer_Anime_Infobox.png/revision/latest?cb=20130704140722,male,blonde,slicked back,angular,square,smirking,light,none,muscular,adult,2,8,4,3,7,"cool, confident, stylish, muscular",강렬한 인상을 주는 캐릭터입니다.,human,medium,medium,5,2,6,9
Tosa,https://onepiece.fandom.com/wiki/Tosa,https://static.wikia.nocookie.net/onepiece/images/3/3c/Tosa_Anime_Infobox.png/revision/latest?cb=20250406155328,male,black,short,round,round,angry,tan,full,muscular,adult,2,6,3,4,8,"muscular, angry, marine, strong",강력한 캐릭터의 느낌입니다.,human,short,medium,5,2,7,9
Bluegrass,https://onepiece.fandom.com/wiki/Bluegrass,https://static.wikia.nocookie.net/onepiece/images/f/fa/Bluegrass_Anime_Infobox.png/revision/latest?cb=20250504155120,male,blonde,long,round,round,smiling,light,none,slim,childish,8,4,1,7,3,"anime, colorful, playful, cheerful",귀엽고 유쾌한 캐릭터입니다.,human,long,large,2,1,6,5
Prince Grus,https://onepiece.fandom.com/wiki/Prince_Grus,https://static.wikia.nocookie.net/onepiece/images/2/24/Prince_Grus_Anime_Infobox.png/revision/latest?cb=20240804021734,male,green,wavy,sharp,angular,confident,light,none,muscular,young adult,3,8,2,1,7,"anime, prince, confident, muscular",멋진 왕자 느낌이에요.,human,medium,medium,6,1,7,9
Nazu Ketagari,https://onepiece.fandom.com/wiki/Nazu_Ketagari,https://static.wikia.nocookie.net/onepiece/images/2/23/Nazu_Ketagari_Infobox.png/revision/latest?cb=20220815064909,male,black,braided,simple,oval,smiling,light,mustache,average,adult,4,5,1,6,3,"anime,male,funny,braids",유머러스한 느낌이 있어요.,human,long,medium,2,1,5,6
Balzac,https://onepiece.fandom.com/wiki/Balzac,https://static.wikia.nocookie.net/onepiece/images/9/99/Balzac_Infobox.png/revision/latest?cb=20191223214703,male,black,long,dramatic,oval,serious,light,none,slim,young adult,2,8,7,1,9,"elegant, mysterious, powerful",강렬한 분위기를 가지고 있습니다.,human,very long,medium,4,6,7,8
Hound,https://onepiece.fandom.com/wiki/Hound,https://static.wikia.nocookie.net/onepiece/images/2/2e/Hound_Anime_Infobox.png/revision/latest?cb=20251228160927,male,brown,messy,narrow,square,serious,light,none,muscular,adult,2,8,6,1,7,"serious,muscular,stylish",강력한 느낌이 듭니다.,human,short,medium,5,3,6,9
Mozambia,https://onepiece.fandom.com/wiki/Mozambia,https://static.wikia.nocookie.net/onepiece/images/d/d1/Mozambia_Anime_Infobox.png/revision/latest?cb=20130420054137,male,brown,short,narrow,square,angry,light,none,muscular,adult,2,7,3,1,8,"strong, serious, authoritative",강력한 느낌의 캐릭터입니다.,human,short,medium,6,2,7,9
Kujaku,https://onepiece.fandom.com/wiki/Kujaku,https://static.wikia.nocookie.net/onepiece/images/8/84/Kujaku_Anime_Infobox.png/revision/latest?cb=20240811124929,female,blonde,straight,large,oval,neutral,light,none,slim,young,7,5,2,3,6,"anime,female,blonde,stylish",매력적인 캐릭터입니다.,human,long,big,4,1,8,6
Doll,https://onepiece.fandom.com/wiki/Doll,https://static.wikia.nocookie.net/onepiece/images/9/90/Doll_Anime_Infobox.png/revision/latest?cb=20240114021245,female,black,wavy,large,oval,confident,light,none,curvy,young,5,8,2,1,6,"confident, stylish, curvy, bold",매력적인 스타일의 캐릭터입니다.,human,short,big,4,1,7,9
Red King,https://onepiece.fandom.com/wiki/Red_King,https://static.wikia.nocookie.net/onepiece/images/6/6e/Red_King_Anime_Infobox.png/revision/latest?cb=20250406155459,male,none,bald,narrow,elongated,serious,light,none,muscular,adult,1,7,5,2,8,"serious, muscular, elongated, powerful",강력한 느낌의 캐릭터입니다.,human,short,small,3,6,7,9
Guillotine,https://onepiece.fandom.com/wiki/Guillotine,https://static.wikia.nocookie.net/onepiece/images/7/71/Guillotine_Anime_Infobox.png/revision/latest?cb=20250405170147,male,brown,long,normal,square,serious,light,long,muscular,adult,2,8,5,1,9,"warrior, serious, strong, leader",강력한 전사 같은 느낌입니다.,human,long,medium,6,3,7,8
Wilder,https://onepiece.fandom.com/wiki/Wilder,https://static.wikia.nocookie.net/onepiece/images/d/d6/Wilder_Infobox.png/revision/latest?cb=20171012034928,male,black,short,round,oval,angry,light,none,average,young,2,8,7,1,9,"military, villain, powerful",강력한 캐릭터의 느낌입니다.,human,short,medium,6,4,8,9
Yamakaji,https://onepiece.fandom.com/wiki/Yamakaji,https://static.wikia.nocookie.net/onepiece/images/6/62/Yamakaji_Anime_Infobox.png/revision/latest?cb=20230827195105,male,light brown,short,normal,square,serious,light,goatee,muscular,middle-aged,2,5,3,4,7,"marine, serious, muscular, goatee",강한 인상을 주는 캐릭터입니다.,human,short,medium,6,2,5,6
Urban,https://onepiece.fandom.com/wiki/Urban,https://static.wikia.nocookie.net/onepiece/images/3/31/Urban_Anime_Infobox.png/revision/latest?cb=20251228160904,male,red,long,sharp,angular,menacing,pale,none,slim,adult,2,5,8,1,7,"villain, stylish, menacing",무서운 느낌의 캐릭터입니다.,human,very long,medium,2,9,6,8
Maynard,https://onepiece.fandom.com/wiki/Maynard,https://static.wikia.nocookie.net/onepiece/images/c/c8/Maynard_Anime_Infobox.png/revision/latest?cb=20150301154312,male,black,long ponytail,narrow,square,angry,tan,full,muscular,adult,2,8,5,3,9,"muscular, angry, marine, strong",강력한 느낌의 캐릭터입니다.,human,long,medium,7,4,8,9
Komei,https://onepiece.fandom.com/wiki/Komei,https://static.wikia.nocookie.net/onepiece/images/9/9f/Komei_Anime_Infobox.png/revision/latest?cb=20151221170848,male,black,long,narrow,angular,confident,light,goatee,muscular,middle-aged,2,8,5,3,9,"wise, powerful, leader",강력한 리더의 느낌입니다.,human,long,medium,6,4,7,9
T Bone,https://onepiece.fandom.com/wiki/T_Bone,https://static.wikia.nocookie.net/onepiece/images/0/08/T_Bone_Anime_Infobox.png/revision/latest?cb=20230427165456,male,black,curly,narrow,long,smug,light,none,muscular,adult,2,7,5,3,8,"anime, villain, muscular, confident",강력한 악당의 느낌입니다.,human,long,medium,4,6,7,9
Captain Seven,https://onepiece.fandom.com/wiki/Captain_Seven,https://static.wikia.nocookie.net/onepiece/images/4/4d/Captain_Seven_Anime_Infobox.png/revision/latest?cb=20200927150937,male,brown,short,sharp,square,smiling,light,none,muscular,adult,3,7,2,5,8,"muscular, cheerful, determined",강력한 캐릭터의 느낌입니다.,human,short,medium,6,1,9,8
John,https://onepiece.fandom.com/wiki/John,https://static.wikia.nocookie.net/onepiece/images/b/b1/John_Anime_Infobox.png/revision/latest?cb=20250803182808,male,light purple,wavy,simple,oval,joyful,light,light stubble,muscular,adult,3,7,2,6,5,"anime,muscular,joyful,light purple hair",재미있고 자신감 넘치는 모습입니다.,human,medium,medium,4,1,8,7
Captain Kuso,https://onepiece.fandom.com/wiki/Captain_Kuso,https://static.wikia.nocookie.net/onepiece/images/4/4a/Captain_Kuso_Manga_Infobox.png/revision/latest?cb=20240409195549,male,black,short,round,square,smiling,light,none,muscular,adult,2,7,3,5,8,"muscular, confident, funny",강력한 캐릭터입니다.,human,short,medium,6,2,7,8
Joke,https://onepiece.fandom.com/wiki/Joke,https://static.wikia.nocookie.net/onepiece/images/a/ac/Joke_Anime_Infobox.png/revision/latest?cb=20130604012449,male,white,long,hollow,skull,menacing,bone,none,muscular,old,1,8,7,3,9,"skeleton, villain, muscular, anime",강력한 악당의 느낌입니다.,skeleton,long,large,5,4,6,8
Kuro,https://onepiece.fandom.com/wiki/Kuro,https://static.wikia.nocookie.net/onepiece/images/7/7e/Kuro_Anime_Infobox.png/revision/latest?cb=20231006042805,male,green,slicked back,sharp,oval,serious,light,none,slim,adult,2,8,5,1,7,"serious, stylish, confident",강렬한 인상을 주는 캐릭터입니다.,human,short,medium,6,3,5,9
Tomac,https://onepiece.fandom.com/wiki/Tomac,https://static.wikia.nocookie.net/onepiece/images/e/e2/Tomac_Infobox.png/revision/latest?cb=20230408220550,male,black,short,round,round,angry,light,none,large,adult,2,6,4,3,8,"strong, warrior, marine",강력한 전사 같은 느낌입니다.,human,short,medium,5,3,7,8
Trap,https://onepiece.fandom.com/wiki/Trap,https://static.wikia.nocookie.net/onepiece/images/b/b9/Trap_Anime_Infobox.png/revision/latest?cb=20250321221425,male,black,slicked back,normal,oval,smirk,tan,none,muscular,adult,2,8,6,3,7,"sophisticated, villain, stylish",강렬한 스타일의 캐릭터입니다.,human,short,medium,2,5,6,9
Vander Decken,https://onepiece.fandom.com/wiki/Vander_Decken,https://static.wikia.nocookie.net/onepiece/images/d/df/Vander_Decken_Anime_Infobox.png/revision/latest?cb=20241201022318,male,blue,spiky,round,angular,determined,light,none,slim,young,3,8,5,2,7,"anime, pirate, blue hair, determined",강렬한 느낌의 캐릭터입니다.,human,medium,large,4,6,7,8
Kibagaeru,https://onepiece.fandom.com/wiki/Kibagaeru,https://static.wikia.nocookie.net/onepiece/images/0/0b/Kibagaeru_Anime_Infobox.png/revision/latest?cb=20130928010930,male,black,short,round,round,smiling,light,mustache,large,adult,2,5,1,3,7,"pirate, confident, large",강력한 해적의 느낌입니다.,human,short,medium,4,2,6,8
Forliewbs,https://onepiece.fandom.com/wiki/Forliewbs,https://static.wikia.nocookie.net/onepiece/images/2/24/Forliewbs_Manga_Infobox.png/revision/latest?cb=20250815232118,male,dark,curly,narrow,oval,serious,light,none,average,adult,2,6,5,1,7,"serious, dark, powerful",강렬한 느낌의 캐릭터입니다.,human,short,medium,4,3,5,6
Yurikah,https://onepiece.fandom.com/wiki/Yurikah,https://static.wikia.nocookie.net/onepiece/images/4/4f/Yurikah_Manga_Infobox.png/revision/latest?cb=20170319022425,male,black,spiky,sharp,angular,serious,light,none,muscular,adult,2,8,6,1,9,"serious, powerful, angular, spiky hair",강력한 느낌의 캐릭터입니다.,human,short,medium,5,4,7,8
Moore,https://onepiece.fandom.com/wiki/Moore,https://static.wikia.nocookie.net/onepiece/images/a/a8/Moore_Anime_Infobox.png/revision/latest?cb=20140916072836,male,purple,short,wide,round,angry,light,goatee,large,adult,2,5,3,4,8,"angry, large, powerful, funny",강력한 느낌의 캐릭터입니다.,human,short,large,6,2,7,9
Staff,https://onepiece.fandom.com/wiki/Staff,https://static.wikia.nocookie.net/onepiece/images/6/6c/Cabaji_Anime_Infobox.png/revision/latest?cb=20220921023133,male,black,long,normal,oval,confident,light,none,slim,young,3,8,2,1,7,"anime,male,confident,stylish",멋진 캐릭터입니다.,human,medium,medium,6,1,7,9
Tashigi,https://onepiece.fandom.com/wiki/Tashigi,https://static.wikia.nocookie.net/onepiece/images/1/1e/Tashigi_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20251127120726,female,black,straight,round,oval,serious,light,none,slim,young,5,6,2,3,7,"anime,female,serious,glasses",강한 인상을 주는 캐릭터입니다.,human,medium,medium,6,1,5,7
Billy (Pirate),https://onepiece.fandom.com/wiki/Billy_(Pirate),https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,male,black,long,round,oval,confident,light,none,athletic,young,4,8,3,2,7,"pirate, adventurous, bold",모험적인 느낌이 강하다.,human,medium,medium,6,2,7,8
Gorilla,https://onepiece.fandom.com/wiki/Gorilla,https://static.wikia.nocookie.net/onepiece/images/1/16/Gorilla_Anime_Infobox.png/revision/latest?cb=20130428173051,male,black,short,round,square,angry,light,none,muscular,adult,2,6,3,4,8,"angry,muscular,marine",강력한 느낌의 캐릭터입니다.,human,short,large,5,2,7,9
Puzzle,https://onepiece.fandom.com/wiki/Puzzle,https://static.wikia.nocookie.net/onepiece/images/b/ba/Puzzle_Anime_Infobox.png/revision/latest?cb=20150818072558,male,orange,spiky,sharp,angular,serious,light,stubble,muscular,young adult,2,8,5,1,7,"anime,male,serious,spiky hair",강렬한 인상입니다.,human,short,medium,6,3,7,8
Pontanitaire,https://onepiece.fandom.com/wiki/Pontanitaire,https://static.wikia.nocookie.net/onepiece/images/8/84/Pontanitaire_Infobox.png/revision/latest?cb=20201027124417,male,brown,medium,round,oval,happy,light,none,average,young,7,5,1,8,4,"anime, character, happy, playful",재미있고 유쾌한 느낌입니다.,human,medium,medium,6,1,7,6
Ladoga,https://onepiece.fandom.com/wiki/Ladoga,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,0,0,0,0,0,,비주얼이 보이지 않습니다.,,,,0,0,0,0
Sharinguru,https://onepiece.fandom.com/wiki/Sharinguru,https://static.wikia.nocookie.net/onepiece/images/0/0e/Sharinguru_Anime_Infobox.png/revision/latest?cb=20230812130253,male,blonde,spiky,round,square,smiling,light,none,muscular,adult,3,7,2,5,8,"anime, hero, muscular, smiling",재미있고 강력한 캐릭터입니다.,human,short,large,6,1,9,8
Armored Officer,https://onepiece.fandom.com/wiki/Armored_Officer,https://static.wikia.nocookie.net/onepiece/images/6/6e/Armored_Officer_Anime_Infobox.png/revision/latest?cb=20260703080927,male,none,none,none,none,determined,none,none,muscular,adult,2,8,5,3,9,"armor, knight, sword, determined",강력한 전사 같은 느낌입니다.,human,none,none,7,2,6,8
Ideaman,https://onepiece.fandom.com/wiki/Ideaman,https://static.wikia.nocookie.net/onepiece/images/c/c2/Ideaman_Anime_Infobox.png/revision/latest?cb=20130817215643,male,blue,spiky,round,round,excited,light,none,muscular,young,3,5,1,8,6,"anime, excited, muscular, funny",재미있는 캐릭터입니다.,human,short,medium,4,1,7,6
Gab,https://onepiece.fandom.com/wiki/Gab,https://static.wikia.nocookie.net/onepiece/images/6/67/Gab_Anime_Infobox.png/revision/latest?cb=20240623212148,male,black,wavy,narrow,square,smirking,tan,none,muscular,adult,2,8,4,3,9,"muscular, confident, smirking, wavy hair",강력한 느낌의 캐릭터입니다.,human,long,medium,5,2,7,8
Straight,https://onepiece.fandom.com/wiki/Straight,https://static.wikia.nocookie.net/onepiece/images/9/91/Straight_Anime_Infobox.png/revision/latest?cb=20260322182419,male,blonde,messy,narrow,angular,determined,tan,full,muscular,adult,2,8,3,4,9,"muscular, determined, blonde, beard",강력한 느낌의 캐릭터입니다.,human,medium,medium,7,2,8,9
Sargus,https://onepiece.fandom.com/wiki/Sargus,https://static.wikia.nocookie.net/onepiece/images/3/3a/Sargus_Infobox.png/revision/latest?cb=20230130232906,male,brown,curly,round,round,neutral,light,none,fat,adult,4,2,1,5,1,"chubby, sailor, friendly",귀여운 느낌이 듭니다.,human,short,medium,1,0,3,4
Choshi,https://onepiece.fandom.com/wiki/Choshi,https://static.wikia.nocookie.net/onepiece/images/0/0e/Choshi_Infobox.png/revision/latest?cb=20240715195251,male,black,bandana,narrow,angular,angry,light,none,average,young,2,3,4,5,6,"angry, pixel, bandana, young",강렬한 표정의 캐릭터입니다.,human,short,small,2,3,7,8
Tagosaku,https://onepiece.fandom.com/wiki/Tagosaku,https://static.wikia.nocookie.net/onepiece/images/5/5d/Tagosaku_Infobox.png/revision/latest?cb=20220425044313,male,black,messy,round,oval,neutral,light,none,slim,young,3,6,2,4,5,"anime, character, male, stylish",스타일이 멋진 캐릭터입니다.,human,short,medium,4,1,5,6
Asahija,https://onepiece.fandom.com/wiki/Asahija,https://static.wikia.nocookie.net/onepiece/images/d/de/Asahija_Anime_Infobox.png/revision/latest?cb=20140512043917,male,black,curly,round,square,excited,light,none,muscular,young adult,3,5,1,7,6,"excited, muscular, funny, marine",재미있는 캐릭터입니다.,human,short,large,4,1,8,7
Moyashi,https://onepiece.fandom.com/wiki/Moyashi,https://static.wikia.nocookie.net/onepiece/images/5/5d/Moyashi_Infobox.png/revision/latest?cb=20220405092756,male,gray,short,narrow,angular,serious,light,none,muscular,adult,2,7,3,1,8,"serious,muscular,marine",강한 느낌의 캐릭터입니다.,human,short,medium,6,2,5,7
Meganetti,https://onepiece.fandom.com/wiki/Meganetti,https://static.wikia.nocookie.net/onepiece/images/3/37/Meganetti_Infobox.png/revision/latest?cb=20220425044718,male,black,straight,round,oval,confident,light,none,muscular,young adult,4,8,2,3,7,"confident,muscular,stylish",매우 자신감 넘치는 모습입니다.,human,medium,medium,6,1,8,9
Nyanta,https://onepiece.fandom.com/wiki/Nyanta,https://static.wikia.nocookie.net/onepiece/images/4/4e/Nyanta_Infobox.png/revision/latest?cb=20230419054041,male,brown,wavy,not visible,oval,neutral,light,none,slim,young,5,6,1,4,3,"anime, male, casual, energetic",활기찬 느낌의 캐릭터입니다.,human,medium,not visible,5,1,7,6
Tokkuri,https://onepiece.fandom.com/wiki/Tokkuri,https://static.wikia.nocookie.net/onepiece/images/a/a4/Tokkuri_Infobox.png/revision/latest?cb=20240715200749,male,bald,none,round,square,smiling,light,none,muscular,adult,2,5,1,4,8,"muscular,smiling,cartoon",강한 느낌의 캐릭터입니다.,human,none,large,3,2,7,9
Zala,https://onepiece.fandom.com/wiki/Zala,https://static.wikia.nocookie.net/onepiece/images/6/60/Zala_Anime_Infobox.png/revision/latest?cb=20221003164424,female,blue,curly,sharp,oval,confident,light,none,slim,young,4,8,3,2,7,"confident, stylish, fierce",강렬한 매력을 가진 캐릭터입니다.,human,long,medium,5,4,6,9
Guarana,https://onepiece.fandom.com/wiki/Guarana,https://static.wikia.nocookie.net/onepiece/images/c/c6/Guarana_Anime_Infobox.png/revision/latest?cb=20190721100103,female,blonde,short,sharp,angular,serious,light,none,athletic,young,3,8,4,2,7,"female,human,serious,athletic",강한 인상을 주는 캐릭터입니다.,human,medium,medium,6,2,6,8
Diez Barrels,https://onepiece.fandom.com/wiki/Diez_Barrels,https://static.wikia.nocookie.net/onepiece/images/e/ed/Diez_Barrels_Anime_Infobox.png/revision/latest?cb=20240924221941,male,orange,short,narrow,square,angry,light,none,muscular,adult,2,6,4,3,8,"angry,muscular,orange hair",강한 인상을 주는 캐릭터입니다.,human,short,medium,5,3,7,9
Cerriot,https://onepiece.fandom.com/wiki/Cerriot,https://static.wikia.nocookie.net/onepiece/images/2/2c/Cerriot_Infobox.png/revision/latest?cb=20230419054058,male,black,straight,round,oval,smiling,light,none,athletic,young,6,5,1,7,4,"smiling, playful, young, athletic",재미있고 활기찬 느낌입니다.,human,short,medium,5,1,8,7
Daruma,https://onepiece.fandom.com/wiki/Daruma,https://static.wikia.nocookie.net/onepiece/images/0/0c/Daruma_Anime_Infobox.png/revision/latest?cb=20230403212822,male,black,spiky,round,square,angry,light,none,muscular,young,2,5,3,4,7,"angry, muscular, spiky hair, anime",강렬한 인상을 주는 캐릭터입니다.,human,short,large,6,2,8,7
Cipher Pol,https://onepiece.fandom.com/wiki/Cipher_Pol,https://static.wikia.nocookie.net/onepiece/images/1/1b/Cipher_Pol_Infobox.png/revision/latest?cb=20230204215007,male,white,short,masked,round,neutral,light,none,average,middle-aged,2,7,5,1,6,"mysterious, serious, masked",신비로운 느낌이 있다.,human,short,small,3,4,5,6
Jabari,https://onepiece.fandom.com/wiki/Jabari,https://static.wikia.nocookie.net/onepiece/images/2/26/Jabari_Anime_Infobox.png/revision/latest?cb=20241101200918,male,blonde,slicked back,narrow,angular,serious,light,none,muscular,adult,2,8,6,1,7,"serious, confident, stylish, dangerous",강렬한 분위기를 가지고 있습니다.,human,short,small,5,4,6,9
Gismonda,https://onepiece.fandom.com/wiki/Gismonda,https://static.wikia.nocookie.net/onepiece/images/8/85/Gismonda_Anime_Infobox.png/revision/latest?cb=20221102105046,female,black,spiky,narrow,oval,serious,light,none,slim,adult,2,8,7,1,9,"mysterious, powerful, elegant",강력한 느낌의 캐릭터입니다.,human,long,medium,3,6,7,8
Laskey,https://onepiece.fandom.com/wiki/Laskey,https://static.wikia.nocookie.net/onepiece/images/0/04/Laskey_Anime_Infobox.png/revision/latest?cb=20240704065215,male,white,curly,narrow,angular,serious,light,goatee,tall,adult,2,8,5,1,7,"stylish, confident, serious",강렬한 인상을 줍니다.,human,medium,small,4,3,6,9
Mr. 10,https://onepiece.fandom.com/wiki/Mr._10,https://static.wikia.nocookie.net/onepiece/images/c/ca/Mr._10_Manga_Infobox.png/revision/latest?cb=20230423210206,male,black,wavy,narrow,oval,smiling,light,none,slim,young,4,6,2,7,3,"anime, character, funny, wavy hair",재미있는 캐릭터입니다.,human,medium,small,2,1,5,6
Mr. 7,https://onepiece.fandom.com/wiki/Mr._7,https://static.wikia.nocookie.net/onepiece/images/2/22/Mr._7_Anime_Infobox.png/revision/latest?cb=20221128165310,male,white,curly,round,long,smug,light,none,slim,adult,3,5,2,6,4,"anime, villain, stylish, quirky",독특한 스타일의 캐릭터입니다.,human,medium,medium,1,3,5,7
Mr. 9,https://onepiece.fandom.com/wiki/Mr._9,https://static.wikia.nocookie.net/onepiece/images/d/d4/Mr._9_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20251130161817,male,orange,wavy,narrow,oval,serious,light,mustache,average,adult,2,4,3,5,6,"king, serious, mustache",왕처럼 보입니다.,human,medium,medium,3,2,5,7
Joseph,https://onepiece.fandom.com/wiki/Joseph,https://static.wikia.nocookie.net/onepiece/images/c/c8/Joseph_Anime_Infobox.png/revision/latest?cb=20220619151618,male,purple,curly,simple,long,neutral,light,none,slim,adult,3,7,2,5,6,"anime, stylish, unique, elegant",독특한 스타일의 캐릭터입니다.,human,short,medium,4,1,5,6
Blueno,https://onepiece.fandom.com/wiki/Blueno,https://static.wikia.nocookie.net/onepiece/images/2/2b/Blueno_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20240915021752,male,black,curly,slightly droopy,square,neutral,light,goatee,muscular,adult,2,7,5,3,8,"anime, character, muscular, serious",강력한 느낌의 캐릭터입니다.,human,short,medium,4,6,5,7
